Order ID,Date,Month,Month_Num,Quarter,Category,Product,Unit Price,Quantity,Discount,Revenue,Profit,Region,City,Channel,Customer Segment,Customer ID
ORD-12706,2024-01-28,Jan,1,Q1,Technology,Gaming Mouse,96.85,1,0.0,96.85,31.84,West,LA,In-Store,Consumer,CUST-3653
ORD-12707,2024-05-25,May,5,Q2,Technology,Smart Speaker,90.84,2,0.15,154.43,54.06,North,Chicago,In-Store,Enterprise,CUST-1234
ORD-12708,2024-09-08,Sep,9,Q3,Furniture,Standing Desk,677.8,1,0.0,677.8,244.3,North,Detroit,Online,SMB,CUST-5895
ORD-12709,2024-06-26,Jun,6,Q2,Office Supplies,Label Maker,49.54,4,0.0,198.16,91.47,East,Boston,Online,Government,CUST-3707
ORD-12710,2024-11-17,Nov,11,Q4,Clothing,Formal Tie,37.8,6,0.0,226.8,120.43,South,Atlanta,Online,Enterprise,CUST-6178
ORD-12711,2024-11-10,Nov,11,Q4,Technology,Webcam HD,71.29,3,0.05,203.18,103.81,East,Boston,Wholesale,SMB,CUST-1728
ORD-12712,2024-05-04,May,5,Q2,Technology,USB-C Hub,80.99,3,0.0,242.97,96.16,West,LA,Wholesale,Consumer,CUST-3745
ORD-12713,2024-04-17,Apr,4,Q2,Office Supplies,Notebook Pack,15.54,6,0.0,93.24,42.39,West,Seattle,Online,SMB,CUST-8873
ORD-12714,2024-10-06,Oct,10,Q4,Furniture,Filing Cabinet,290.71,2,0.1,523.28,186.05,South,Atlanta,Online,SMB,CUST-7204
ORD-12715,2024-01-15,Jan,1,Q1,Office Supplies,Sticky Notes Bulk,15.13,1,0.2,12.1,5.19,South,Atlanta,Online,Enterprise,CUST-1118
ORD-12716,2024-07-27,Jul,7,Q3,Technology,USB-C Hub,80.19,4,0.0,320.76,125.63,East,Boston,Online,Consumer,CUST-3842
ORD-12717,2024-04-08,Apr,4,Q2,Clothing,Casual Sneakers,127.7,5,0.15,542.73,237.05,North,Chicago,Online,Enterprise,CUST-9695
ORD-12718,2024-07-01,Jul,7,Q3,Office Supplies,Binder Set,23.24,2,0.15,39.51,14.07,South,Houston,Online,SMB,CUST-8342
ORD-12719,2024-01-12,Jan,1,Q1,Technology,Mechanical Keyboard,159.98,1,0.0,159.98,58.92,South,Atlanta,Online,SMB,CUST-7726
ORD-12720,2024-09-23,Sep,9,Q3,Office Supplies,Stapler Pro,48.43,4,0.1,174.35,57.0,West,LA,Online,Enterprise,CUST-8809
ORD-12721,2024-10-12,Oct,10,Q4,Furniture,Ergonomic Chair,374.89,3,0.05,1068.44,417.32,East,Boston,Wholesale,SMB,CUST-9644
ORD-12722,2024-07-19,Jul,7,Q3,Office Supplies,Label Maker,44.2,4,0.0,176.8,54.64,East,Boston,In-Store,SMB,CUST-4739
ORD-12723,2024-04-16,Apr,4,Q2,Technology,Mechanical Keyboard,145.12,3,0.0,435.36,164.37,East,Boston,Online,SMB,CUST-8171
ORD-12724,2024-01-15,Jan,1,Q1,Technology,"Monitor 27""",566.35,1,0.0,566.35,224.42,East,Boston,Direct Sales,SMB,CUST-1520
ORD-12725,2024-09-06,Sep,9,Q3,Furniture,Monitor Stand,93.41,5,0.0,467.05,249.97,South,Houston,Online,Government,CUST-9382
ORD-12726,2024-01-15,Jan,1,Q1,Office Supplies,Stapler Pro,40.64,1,0.05,38.61,20.36,West,LA,In-Store,Enterprise,CUST-7951
ORD-12727,2024-10-08,Oct,10,Q4,Office Supplies,Label Maker,64.64,4,0.05,245.63,73.8,North,Chicago,Direct Sales,SMB,CUST-4579
ORD-12728,2024-04-15,Apr,4,Q2,Furniture,Standing Desk,562.04,3,0.0,1686.12,872.86,West,Seattle,Online,Consumer,CUST-2161
ORD-12729,2024-06-12,Jun,6,Q2,Clothing,Work Trousers,85.49,1,0.05,81.22,37.2,East,Boston,Direct Sales,SMB,CUST-6623
ORD-12730,2024-11-09,Nov,11,Q4,Office Supplies,Label Maker,30.02,6,0.0,180.12,58.69,South,Atlanta,Online,Consumer,CUST-2359
ORD-12731,2024-08-14,Aug,8,Q3,Technology,Smart Speaker,136.53,4,0.2,436.9,209.03,North,Chicago,In-Store,Government,CUST-6127
ORD-12732,2024-03-08,Mar,3,Q1,Office Supplies,Label Maker,34.74,3,0.15,88.59,27.85,South,Houston,Online,SMB,CUST-2099
ORD-12733,2024-11-08,Nov,11,Q4,Office Supplies,Sticky Notes Bulk,16.85,1,0.1,15.17,6.92,East,Boston,Online,Enterprise,CUST-4350
ORD-12734,2024-01-21,Jan,1,Q1,Office Supplies,Sticky Notes Bulk,24.47,2,0.0,48.94,19.3,East,Boston,Online,SMB,CUST-9960
ORD-12735,2024-03-13,Mar,3,Q1,Technology,"Laptop Pro 15""",974.42,5,0.1,4384.89,1662.75,South,Houston,In-Store,Enterprise,CUST-3761
ORD-12736,2024-05-25,May,5,Q2,Clothing,Work Trousers,49.58,1,0.1,44.62,18.04,West,LA,Online,Consumer,CUST-1361
ORD-12737,2024-10-21,Oct,10,Q4,Technology,Mechanical Keyboard,160.75,5,0.0,803.75,331.21,North,Detroit,In-Store,Consumer,CUST-6793
ORD-12738,2024-09-01,Sep,9,Q3,Office Supplies,Notebook Pack,24.03,2,0.0,48.06,16.61,East,New York,Online,Government,CUST-4877
ORD-12739,2024-03-19,Mar,3,Q1,Technology,"Monitor 27""",301.45,2,0.05,572.75,229.91,North,Chicago,Wholesale,Consumer,CUST-4821
ORD-12740,2024-05-14,May,5,Q2,Office Supplies,Label Maker,47.92,2,0.0,95.84,38.32,West,LA,Wholesale,SMB,CUST-7815
ORD-12741,2024-02-14,Feb,2,Q1,Technology,USB-C Hub,53.52,2,0.0,107.04,38.32,South,Houston,Wholesale,Consumer,CUST-4339
ORD-12742,2024-09-14,Sep,9,Q3,Technology,USB-C Hub,40.97,5,0.0,204.85,68.66,North,Chicago,In-Store,Government,CUST-1831
ORD-12743,2024-10-11,Oct,10,Q4,Furniture,Desk Lamp,74.57,5,0.05,354.21,134.83,East,Boston,Online,Enterprise,CUST-2764
ORD-12744,2024-12-12,Dec,12,Q4,Office Supplies,Notebook Pack,20.72,3,0.0,62.16,30.82,East,Boston,Direct Sales,Consumer,CUST-4389
ORD-12745,2024-02-18,Feb,2,Q1,Furniture,Standing Desk,515.75,2,0.0,1031.5,344.89,West,Seattle,Online,SMB,CUST-2133
ORD-12746,2024-09-04,Sep,9,Q3,Technology,USB-C Hub,73.54,1,0.15,62.51,32.94,North,Detroit,Online,SMB,CUST-1494
ORD-12747,2024-02-27,Feb,2,Q1,Technology,USB-C Hub,78.09,3,0.0,234.27,76.88,South,Atlanta,Direct Sales,SMB,CUST-7027
ORD-12748,2024-08-08,Aug,8,Q3,Technology,Gaming Mouse,49.14,2,0.15,83.54,36.03,West,Seattle,Online,Consumer,CUST-8434
ORD-12749,2024-06-26,Jun,6,Q2,Office Supplies,Sticky Notes Bulk,22.16,9,0.15,169.52,73.77,South,Houston,Wholesale,Consumer,CUST-4423
ORD-12750,2024-03-01,Mar,3,Q1,Furniture,Standing Desk,730.07,5,0.2,2920.28,1238.32,North,Chicago,In-Store,Consumer,CUST-1898
ORD-12751,2024-06-10,Jun,6,Q2,Office Supplies,Binder Set,41.44,4,0.2,132.61,41.3,West,LA,Online,SMB,CUST-8563
ORD-12752,2024-01-12,Jan,1,Q1,Technology,Webcam HD,87.18,2,0.05,165.64,56.43,West,Seattle,In-Store,Enterprise,CUST-3243
ORD-12753,2024-05-06,May,5,Q2,Technology,Gaming Mouse,48.2,3,0.0,144.6,52.7,East,New York,Wholesale,SMB,CUST-2076
ORD-12754,2024-05-20,May,5,Q2,Office Supplies,Whiteboard 4x3,84.83,1,0.0,84.83,40.33,North,Detroit,Online,SMB,CUST-9043
ORD-12755,2024-05-30,May,5,Q2,Technology,USB-C Hub,70.15,1,0.05,66.64,32.6,East,New York,Wholesale,SMB,CUST-3328
ORD-12756,2024-09-25,Sep,9,Q3,Clothing,Work Trousers,103.8,3,0.1,280.26,144.24,East,Boston,In-Store,SMB,CUST-2844
ORD-12757,2024-04-18,Apr,4,Q2,Office Supplies,Ballpoint Pens (24pk),16.94,4,0.2,54.21,19.22,South,Atlanta,In-Store,Enterprise,CUST-4853
ORD-12758,2024-08-07,Aug,8,Q3,Furniture,Desk Lamp,84.44,2,0.05,160.44,68.63,West,LA,Online,Enterprise,CUST-1278
ORD-12759,2024-01-17,Jan,1,Q1,Technology,USB-C Hub,59.56,1,0.0,59.56,25.03,West,Seattle,Wholesale,SMB,CUST-8057
ORD-12760,2024-09-02,Sep,9,Q3,Clothing,Work Trousers,54.9,4,0.0,219.6,78.69,South,Houston,Online,Enterprise,CUST-6454
ORD-12761,2024-06-25,Jun,6,Q2,Clothing,Leather Belt,42.69,2,0.0,85.38,44.36,East,Boston,Online,Enterprise,CUST-5413
ORD-12762,2024-05-09,May,5,Q2,Office Supplies,Label Maker,46.58,3,0.05,132.75,49.56,South,Atlanta,Wholesale,Enterprise,CUST-9831
ORD-12763,2024-07-14,Jul,7,Q3,Technology,Webcam HD,86.07,2,0.0,172.14,86.15,West,LA,Online,Consumer,CUST-7548
ORD-12764,2024-01-12,Jan,1,Q1,Office Supplies,Label Maker,42.59,1,0.05,40.46,18.42,East,Boston,Online,SMB,CUST-5043
ORD-12765,2024-07-13,Jul,7,Q3,Furniture,Bookshelf 5-Tier,172.24,4,0.15,585.62,179.94,South,Atlanta,In-Store,Government,CUST-1447
ORD-12766,2024-04-11,Apr,4,Q2,Technology,Webcam HD,103.23,3,0.0,309.69,93.54,East,Boston,Wholesale,Enterprise,CUST-4782
ORD-12767,2024-01-04,Jan,1,Q1,Clothing,Business Shirt,69.05,1,0.0,69.05,21.07,South,Atlanta,Wholesale,Government,CUST-9563
ORD-12768,2024-07-11,Jul,7,Q3,Office Supplies,Binder Set,39.77,4,0.05,151.13,57.03,West,LA,Online,SMB,CUST-9766
ORD-12769,2024-07-07,Jul,7,Q3,Office Supplies,Notebook Pack,28.02,2,0.0,56.04,21.31,West,LA,Direct Sales,SMB,CUST-5237
ORD-12770,2024-01-16,Jan,1,Q1,Office Supplies,Ballpoint Pens (24pk),12.06,2,0.15,20.5,9.43,North,Chicago,Online,Consumer,CUST-5253
ORD-12771,2024-01-10,Jan,1,Q1,Technology,Webcam HD,98.34,1,0.0,98.34,35.76,West,Seattle,Online,Consumer,CUST-3829
ORD-12772,2024-09-06,Sep,9,Q3,Clothing,Work Trousers,91.75,4,0.05,348.65,115.38,North,Detroit,Wholesale,SMB,CUST-6822
ORD-12773,2024-05-10,May,5,Q2,Technology,"Monitor 27""",427.32,4,0.0,1709.28,881.05,North,Detroit,Wholesale,Consumer,CUST-6795
ORD-12774,2024-08-10,Aug,8,Q3,Technology,Smart Speaker,65.86,3,0.0,197.58,108.08,West,LA,In-Store,SMB,CUST-5438
ORD-12775,2024-06-05,Jun,6,Q2,Furniture,Monitor Stand,111.65,1,0.05,106.07,49.88,South,Houston,Online,Enterprise,CUST-7705
ORD-12776,2024-12-30,Dec,12,Q4,Technology,USB-C Hub,80.17,1,0.0,80.17,25.87,West,LA,In-Store,Consumer,CUST-1756
ORD-12777,2024-01-28,Jan,1,Q1,Technology,"Laptop Pro 15""",1085.05,2,0.2,1736.08,909.95,East,Boston,Online,Government,CUST-4922
ORD-12778,2024-01-21,Jan,1,Q1,Clothing,Leather Belt,37.07,1,0.0,37.07,13.91,East,New York,In-Store,Consumer,CUST-5017
ORD-12779,2024-06-09,Jun,6,Q2,Office Supplies,Sticky Notes Bulk,30.74,3,0.15,78.39,25.63,South,Houston,In-Store,Consumer,CUST-8731
ORD-12780,2024-07-02,Jul,7,Q3,Clothing,Formal Tie,36.71,2,0.2,58.74,30.48,South,Houston,Direct Sales,SMB,CUST-6336
ORD-12781,2024-07-12,Jul,7,Q3,Technology,Gaming Mouse,96.33,7,0.0,674.31,231.3,East,New York,Wholesale,Consumer,CUST-2060
ORD-12782,2024-09-25,Sep,9,Q3,Clothing,Wool Sweater,145.78,4,0.05,553.96,232.42,East,New York,Direct Sales,Government,CUST-8989
ORD-12783,2024-10-22,Oct,10,Q4,Technology,"Monitor 27""",334.78,3,0.0,1004.34,451.62,East,Boston,In-Store,Enterprise,CUST-2688
ORD-12784,2024-10-25,Oct,10,Q4,Clothing,Casual Sneakers,63.83,4,0.05,242.55,111.38,East,New York,In-Store,SMB,CUST-9019
ORD-12785,2024-04-18,Apr,4,Q2,Clothing,Formal Tie,37.58,6,0.05,214.21,82.92,East,New York,Online,Government,CUST-8911
ORD-12786,2024-05-29,May,5,Q2,Office Supplies,Binder Set,29.0,3,0.0,87.0,35.66,North,Chicago,Online,Enterprise,CUST-2553
ORD-12787,2024-03-21,Mar,3,Q1,Technology,"Laptop Pro 15""",1119.24,1,0.0,1119.24,569.13,West,LA,In-Store,Consumer,CUST-7749
ORD-12788,2024-01-10,Jan,1,Q1,Technology,"Monitor 27""",407.18,1,0.1,366.46,182.93,South,Atlanta,In-Store,SMB,CUST-7594
ORD-12789,2024-12-08,Dec,12,Q4,Furniture,Ergonomic Chair,517.99,11,0.0,5697.89,3114.08,West,LA,Wholesale,Consumer,CUST-1346
ORD-12790,2024-08-16,Aug,8,Q3,Technology,USB-C Hub,63.37,6,0.1,342.2,143.06,West,Seattle,Wholesale,Government,CUST-4683
ORD-12791,2024-03-25,Mar,3,Q1,Technology,"Laptop Pro 15""",1127.26,2,0.15,1916.34,807.33,East,Boston,In-Store,Consumer,CUST-8130
ORD-12792,2024-09-08,Sep,9,Q3,Office Supplies,Binder Set,38.77,6,0.15,197.73,100.05,West,Seattle,Online,SMB,CUST-5692
ORD-12793,2024-12-10,Dec,12,Q4,Clothing,Work Trousers,72.7,9,0.0,654.3,290.01,West,Seattle,In-Store,Enterprise,CUST-9353
ORD-12794,2024-03-23,Mar,3,Q1,Furniture,Filing Cabinet,298.69,2,0.0,597.38,257.38,East,New York,Wholesale,Consumer,CUST-4175
ORD-12795,2024-06-06,Jun,6,Q2,Technology,Mechanical Keyboard,156.93,4,0.0,627.72,276.59,South,Atlanta,In-Store,Government,CUST-1955
ORD-12796,2024-04-20,Apr,4,Q2,Technology,"Monitor 27""",497.99,2,0.15,846.58,392.54,East,Boston,Online,Enterprise,CUST-1540
ORD-12797,2024-08-24,Aug,8,Q3,Office Supplies,Paper Shredder,128.8,1,0.0,128.8,58.57,East,New York,Online,SMB,CUST-3432
ORD-12798,2024-05-19,May,5,Q2,Furniture,Monitor Stand,87.29,5,0.0,436.45,202.67,South,Atlanta,Wholesale,SMB,CUST-1405
ORD-12799,2024-02-01,Feb,2,Q1,Office Supplies,Label Maker,62.62,5,0.15,266.13,119.8,West,LA,Online,SMB,CUST-4777
ORD-12800,2024-04-21,Apr,4,Q2,Clothing,Casual Sneakers,70.96,1,0.15,60.32,22.66,South,Houston,In-Store,Consumer,CUST-4589
ORD-12801,2024-09-11,Sep,9,Q3,Office Supplies,Sticky Notes Bulk,21.74,2,0.05,41.31,21.67,South,Houston,In-Store,Consumer,CUST-1871
ORD-12802,2024-01-04,Jan,1,Q1,Furniture,Desk Lamp,54.61,1,0.05,51.88,25.28,North,Chicago,In-Store,Enterprise,CUST-4236
ORD-12803,2024-04-07,Apr,4,Q2,Technology,USB-C Hub,73.14,4,0.05,277.93,115.52,South,Atlanta,Online,Consumer,CUST-2351
ORD-12804,2024-03-06,Mar,3,Q1,Furniture,Filing Cabinet,282.63,5,0.05,1342.49,734.13,West,LA,Online,SMB,CUST-7089
ORD-12805,2024-12-17,Dec,12,Q4,Office Supplies,Binder Set,40.79,3,0.05,116.25,52.73,North,Detroit,Online,Consumer,CUST-6841
ORD-12806,2024-06-06,Jun,6,Q2,Technology,Mechanical Keyboard,97.63,1,0.0,97.63,36.69,South,Atlanta,In-Store,Enterprise,CUST-5740
ORD-12807,2024-01-16,Jan,1,Q1,Technology,Mechanical Keyboard,145.63,2,0.0,291.26,113.03,West,Seattle,In-Store,SMB,CUST-3175
ORD-12808,2024-09-26,Sep,9,Q3,Clothing,Casual Sneakers,109.85,2,0.05,208.71,103.26,West,Seattle,Direct Sales,Consumer,CUST-9484
ORD-12809,2024-04-21,Apr,4,Q2,Office Supplies,Ballpoint Pens (24pk),14.93,3,0.0,44.79,22.79,East,Boston,Direct Sales,Consumer,CUST-2322
ORD-12810,2024-12-14,Dec,12,Q4,Office Supplies,Notebook Pack,14.17,4,0.0,56.68,25.0,West,LA,Online,SMB,CUST-5876
ORD-12811,2024-09-10,Sep,9,Q3,Furniture,Ergonomic Chair,553.79,5,0.1,2492.05,1011.15,West,LA,Online,SMB,CUST-2458
ORD-12812,2024-01-01,Jan,1,Q1,Technology,Smart Speaker,67.52,3,0.0,202.56,87.62,South,Houston,Online,SMB,CUST-7560
ORD-12813,2024-05-03,May,5,Q2,Clothing,Wool Sweater,92.6,2,0.05,175.94,53.41,South,Atlanta,In-Store,Government,CUST-5735
ORD-12814,2024-01-04,Jan,1,Q1,Technology,Smart Speaker,81.04,5,0.1,364.68,162.76,West,Seattle,Online,SMB,CUST-9413
ORD-12815,2024-09-08,Sep,9,Q3,Technology,"Laptop Pro 15""",958.85,3,0.15,2445.07,1335.19,South,Atlanta,Direct Sales,SMB,CUST-7161
ORD-12816,2024-04-23,Apr,4,Q2,Office Supplies,Sticky Notes Bulk,22.02,3,0.0,66.06,23.21,South,Houston,Online,Consumer,CUST-5670
ORD-12817,2024-09-15,Sep,9,Q3,Furniture,Desk Lamp,49.69,1,0.2,39.75,17.63,West,LA,Wholesale,SMB,CUST-1546
ORD-12818,2024-11-04,Nov,11,Q4,Technology,"Monitor 27""",417.9,9,0.2,3008.88,1637.65,West,LA,Direct Sales,Consumer,CUST-7772
ORD-12819,2024-06-07,Jun,6,Q2,Technology,Gaming Mouse,86.77,3,0.05,247.29,100.71,South,Atlanta,In-Store,Consumer,CUST-5577
ORD-12820,2024-02-16,Feb,2,Q1,Furniture,Filing Cabinet,268.24,1,0.1,241.42,95.58,North,Chicago,In-Store,Government,CUST-5794
ORD-12821,2024-12-28,Dec,12,Q4,Office Supplies,Label Maker,54.54,9,0.05,466.32,254.79,East,Boston,Wholesale,Consumer,CUST-7856
ORD-12822,2024-08-10,Aug,8,Q3,Clothing,Work Trousers,64.3,3,0.0,192.9,95.8,South,Atlanta,Wholesale,Consumer,CUST-6334
ORD-12823,2024-03-07,Mar,3,Q1,Furniture,Desk Lamp,40.5,6,0.0,243.0,107.12,North,Chicago,Online,Consumer,CUST-5963
ORD-12824,2024-08-18,Aug,8,Q3,Furniture,Desk Lamp,65.43,1,0.1,58.89,24.99,West,Seattle,Online,SMB,CUST-1711
ORD-12825,2024-11-06,Nov,11,Q4,Office Supplies,Label Maker,53.76,8,0.05,408.58,184.36,East,New York,Online,Enterprise,CUST-7388
ORD-12826,2024-05-23,May,5,Q2,Furniture,Desk Lamp,86.62,4,0.0,346.48,109.98,East,New York,Online,SMB,CUST-6406
ORD-12827,2024-03-31,Mar,3,Q1,Clothing,Casual Sneakers,124.62,4,0.05,473.56,214.42,South,Atlanta,Online,SMB,CUST-1737
ORD-12828,2024-04-17,Apr,4,Q2,Technology,Webcam HD,88.37,4,0.0,353.48,156.67,East,New York,Online,SMB,CUST-8230
ORD-12829,2024-05-21,May,5,Q2,Furniture,Monitor Stand,122.12,1,0.0,122.12,44.52,North,Detroit,Online,Enterprise,CUST-6538
ORD-12830,2024-01-23,Jan,1,Q1,Clothing,Casual Sneakers,117.16,1,0.1,105.44,47.31,East,Boston,In-Store,SMB,CUST-9236
ORD-12831,2024-12-30,Dec,12,Q4,Clothing,Business Shirt,70.92,14,0.15,843.95,454.8,East,New York,Online,Consumer,CUST-4520
ORD-12832,2024-04-20,Apr,4,Q2,Furniture,Desk Lamp,59.8,6,0.1,322.92,145.23,North,Chicago,In-Store,SMB,CUST-1005
ORD-12833,2024-01-14,Jan,1,Q1,Technology,Smart Speaker,127.54,3,0.0,382.62,134.89,North,Chicago,Direct Sales,Consumer,CUST-2123
ORD-12834,2024-04-04,Apr,4,Q2,Clothing,Work Trousers,100.37,2,0.0,200.74,83.21,East,New York,Online,Government,CUST-2484
ORD-12835,2024-11-02,Nov,11,Q4,Technology,Wireless Headphones,101.76,4,0.0,407.04,144.05,East,New York,Wholesale,SMB,CUST-2554
ORD-12836,2024-12-09,Dec,12,Q4,Office Supplies,Stapler Pro,44.0,6,0.05,250.8,104.57,North,Detroit,Wholesale,SMB,CUST-8913
ORD-12837,2024-01-04,Jan,1,Q1,Furniture,Monitor Stand,73.9,3,0.15,188.45,75.5,South,Houston,Wholesale,Government,CUST-6990
ORD-12838,2024-01-09,Jan,1,Q1,Furniture,Monitor Stand,57.11,1,0.0,57.11,29.22,South,Houston,Wholesale,Enterprise,CUST-4190
ORD-12839,2024-05-23,May,5,Q2,Office Supplies,Sticky Notes Bulk,34.23,1,0.0,34.23,11.37,East,New York,In-Store,Government,CUST-4493
ORD-12840,2024-09-01,Sep,9,Q3,Clothing,Business Shirt,85.78,4,0.0,343.12,157.56,East,Boston,Online,SMB,CUST-9862
ORD-12841,2024-01-04,Jan,1,Q1,Furniture,Ergonomic Chair,272.9,1,0.15,231.96,72.65,South,Atlanta,Wholesale,Consumer,CUST-1537
ORD-12842,2024-11-28,Nov,11,Q4,Technology,"Laptop Pro 15""",1296.87,6,0.05,7392.16,2531.51,North,Detroit,Online,Consumer,CUST-3752
ORD-12843,2024-02-26,Feb,2,Q1,Technology,"Monitor 27""",313.42,4,0.05,1191.0,493.66,North,Chicago,Wholesale,Consumer,CUST-4768
ORD-12844,2024-12-13,Dec,12,Q4,Office Supplies,Stapler Pro,24.87,3,0.0,74.61,34.37,West,LA,Online,Consumer,CUST-4623
ORD-12845,2024-02-28,Feb,2,Q1,Office Supplies,Label Maker,53.0,3,0.05,151.05,57.11,North,Chicago,Wholesale,Consumer,CUST-2765
ORD-12846,2024-10-19,Oct,10,Q4,Office Supplies,Notebook Pack,28.44,2,0.0,56.88,26.4,North,Chicago,Online,Enterprise,CUST-4557
ORD-12847,2024-08-04,Aug,8,Q3,Technology,Wireless Headphones,127.59,3,0.0,382.77,200.65,North,Detroit,Online,Consumer,CUST-7669
ORD-12848,2024-01-22,Jan,1,Q1,Clothing,Formal Tie,21.71,3,0.05,61.87,20.0,East,New York,Wholesale,SMB,CUST-4868
ORD-12849,2024-05-19,May,5,Q2,Furniture,Bookshelf 5-Tier,112.73,4,0.05,428.37,197.86,West,LA,In-Store,Consumer,CUST-6446
ORD-12850,2024-09-13,Sep,9,Q3,Technology,Mechanical Keyboard,151.31,3,0.0,453.93,211.02,West,LA,In-Store,Consumer,CUST-6707
ORD-12851,2024-10-19,Oct,10,Q4,Office Supplies,Binder Set,24.19,5,0.05,114.9,55.32,East,New York,In-Store,Consumer,CUST-5757
ORD-12852,2024-11-13,Nov,11,Q4,Furniture,Monitor Stand,84.45,4,0.0,337.8,159.09,South,Atlanta,In-Store,Consumer,CUST-2402
ORD-12853,2024-11-03,Nov,11,Q4,Office Supplies,Stapler Pro,20.35,3,0.0,61.05,20.5,East,Boston,Online,Government,CUST-7567
ORD-12854,2024-03-04,Mar,3,Q1,Furniture,Bookshelf 5-Tier,149.51,1,0.0,149.51,62.84,North,Chicago,Direct Sales,Government,CUST-7347
ORD-12855,2024-03-07,Mar,3,Q1,Office Supplies,Binder Set,40.98,4,0.0,163.92,59.07,West,LA,Wholesale,SMB,CUST-8133
ORD-12856,2024-01-05,Jan,1,Q1,Office Supplies,Paper Shredder,112.71,1,0.0,112.71,39.23,West,Seattle,In-Store,Enterprise,CUST-7485
ORD-12857,2024-07-08,Jul,7,Q3,Furniture,Filing Cabinet,260.9,4,0.1,939.24,447.23,South,Houston,Wholesale,Consumer,CUST-9146
ORD-12858,2024-03-08,Mar,3,Q1,Technology,Mechanical Keyboard,118.01,5,0.0,590.05,182.76,East,New York,Online,Consumer,CUST-1554
ORD-12859,2024-01-01,Jan,1,Q1,Furniture,Monitor Stand,115.95,1,0.1,104.36,49.34,West,LA,In-Store,Enterprise,CUST-1926
ORD-12860,2024-06-22,Jun,6,Q2,Office Supplies,Notebook Pack,22.64,2,0.15,38.49,12.54,East,New York,Wholesale,Enterprise,CUST-2950
ORD-12861,2024-09-20,Sep,9,Q3,Technology,"Monitor 27""",304.0,2,0.05,577.6,197.93,South,Atlanta,In-Store,Enterprise,CUST-3078
ORD-12862,2024-12-30,Dec,12,Q4,Technology,Wireless Headphones,184.98,3,0.15,471.7,191.2,East,New York,In-Store,Consumer,CUST-5541
ORD-12863,2024-12-23,Dec,12,Q4,Office Supplies,Ballpoint Pens (24pk),10.81,1,0.0,10.81,3.5,West,LA,Online,Government,CUST-4224
ORD-12864,2024-12-14,Dec,12,Q4,Office Supplies,Binder Set,39.02,3,0.0,117.06,42.08,South,Atlanta,Online,Enterprise,CUST-2880
ORD-12865,2024-08-06,Aug,8,Q3,Clothing,Casual Sneakers,77.25,2,0.0,154.5,60.92,North,Chicago,In-Store,Government,CUST-7272
ORD-12866,2024-03-18,Mar,3,Q1,Clothing,Casual Sneakers,136.87,7,0.0,958.09,416.01,West,LA,In-Store,SMB,CUST-8757
ORD-12867,2024-08-19,Aug,8,Q3,Clothing,Work Trousers,101.01,2,0.0,202.02,72.36,East,New York,Online,Consumer,CUST-9093
ORD-12868,2024-11-16,Nov,11,Q4,Technology,Webcam HD,79.68,4,0.0,318.72,124.35,South,Atlanta,Online,Consumer,CUST-9624
ORD-12869,2024-12-13,Dec,12,Q4,Office Supplies,Sticky Notes Bulk,26.07,1,0.0,26.07,7.92,East,Boston,Online,SMB,CUST-9638
ORD-12870,2024-04-05,Apr,4,Q2,Furniture,Filing Cabinet,172.83,4,0.2,553.06,243.16,West,Seattle,Online,SMB,CUST-1725
ORD-12871,2024-09-29,Sep,9,Q3,Technology,Gaming Mouse,61.16,2,0.1,110.09,37.77,West,LA,In-Store,Enterprise,CUST-8743
ORD-12872,2024-06-09,Jun,6,Q2,Technology,USB-C Hub,74.84,3,0.0,224.52,103.28,South,Houston,Online,Consumer,CUST-3232
ORD-12873,2024-07-21,Jul,7,Q3,Technology,"Laptop Pro 15""",1091.31,6,0.0,6547.86,2130.55,North,Detroit,Wholesale,SMB,CUST-1062
ORD-12874,2024-11-21,Nov,11,Q4,Office Supplies,Notebook Pack,25.69,4,0.0,102.76,32.83,East,New York,In-Store,Consumer,CUST-7257
ORD-12875,2024-06-05,Jun,6,Q2,Furniture,Filing Cabinet,195.78,3,0.15,499.24,247.93,West,LA,Wholesale,Consumer,CUST-6937
ORD-12876,2024-04-26,Apr,4,Q2,Technology,USB-C Hub,83.36,3,0.1,225.07,71.3,South,Atlanta,Wholesale,SMB,CUST-2511
ORD-12877,2024-01-13,Jan,1,Q1,Office Supplies,Stapler Pro,42.75,3,0.0,128.25,61.1,West,Seattle,In-Store,SMB,CUST-6831
ORD-12878,2024-10-09,Oct,10,Q4,Office Supplies,Ballpoint Pens (24pk),15.34,6,0.05,87.44,46.07,West,Seattle,Online,Consumer,CUST-3143
ORD-12879,2024-02-29,Feb,2,Q1,Furniture,Desk Lamp,46.67,4,0.05,177.35,87.91,West,LA,In-Store,SMB,CUST-5726
ORD-12880,2024-10-25,Oct,10,Q4,Clothing,Casual Sneakers,76.15,1,0.0,76.15,38.34,East,Boston,In-Store,Government,CUST-8192
ORD-12881,2024-01-08,Jan,1,Q1,Technology,USB-C Hub,73.29,3,0.2,175.9,64.56,South,Atlanta,In-Store,SMB,CUST-8726
ORD-12882,2024-09-11,Sep,9,Q3,Technology,Gaming Mouse,45.97,1,0.0,45.97,20.56,East,Boston,Online,Consumer,CUST-8361
ORD-12883,2024-07-12,Jul,7,Q3,Clothing,Casual Sneakers,71.96,3,0.2,172.7,58.18,North,Chicago,Wholesale,Consumer,CUST-3081
